age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,purchased,id,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome
33,1161,4,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,130,6,0,7,0,0,0,1,6,4,1
41,114,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,3654,0,1,6,1,2,0,0,6,0,1
29,168,3,999,0,1.1,93.994,-36.4,4.859,5191.0,0,1305,1,1,1,0,0,2,1,6,4,1
46,88,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0,377,2,1,5,1,0,0,1,4,1,1
47,175,1,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,4059,1,1,0,0,1,1,1,3,2,1
41,102,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,4098,1,0,2,0,0,0,0,1,3,1
38,257,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0,866,9,1,6,1,0,0,1,6,2,1
38,100,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3058,1,1,2,0,2,0,1,6,0,1
30,329,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,1548,0,1,6,0,0,0,0,7,1,1
30,589,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,1262,0,0,6,0,2,0,0,7,4,1
32,486,1,999,0,-0.1,93.2,-42.0,4.343,5195.8,1,1352,10,1,5,0,2,0,1,7,3,1
44,102,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,3325,0,1,6,0,0,0,0,1,3,1
49,59,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,959,0,1,3,0,2,0,0,3,0,1
30,638,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,680,9,2,3,0,0,0,0,1,1,1
24,493,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,2111,0,2,3,1,2,2,0,3,2,1
41,677,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1388,9,1,5,1,0,0,1,6,1,1
36,506,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,1640,0,1,6,0,2,0,0,0,1,1
37,143,3,999,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,3573,6,0,6,0,0,0,0,6,4,0
39,514,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,1274,0,2,6,0,2,0,0,7,4,1
29,142,2,999,0,1.4,93.444,-36.1,4.966,5228.1,0,791,0,2,6,1,2,0,0,1,0,1
21,286,2,999,0,-1.7,94.055,-39.8,0.767,4991.6,1,909,8,2,3,0,2,2,0,4,4,1
46,63,1,999,0,1.4,94.465,-41.8,4.865,5228.1,0,879,9,1,5,0,0,2,1,4,1,1
29,95,2,999,0,-2.9,92.963,-40.8,1.268,5076.2,0,2856,8,2,5,0,0,0,0,4,0,1
34,52,3,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,3903,1,1,2,0,0,0,0,6,3,1
39,496,4,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1679,1,1,7,0,0,0,1,6,0,1
46,499,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,38,4,0,3,0,0,0,0,7,4,1
31,97,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,2447,1,1,2,0,2,0,1,6,3,1
35,312,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2246,1,1,1,0,2,0,1,6,1,1
41,219,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,2073,9,1,5,0,0,0,0,0,0,1
33,151,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0,3643,10,0,5,0,2,0,0,1,1,1
40,126,3,999,0,1.4,94.465,-41.8,4.961,5228.1,0,4082,3,2,6,0,0,0,1,4,1,1
37,78,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,2051,6,1,2,0,2,0,0,1,0,1
40,85,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,687,1,1,1,1,0,0,1,6,3,1
40,65,1,999,0,1.4,93.444,-36.1,4.967,5228.1,0,1068,0,0,6,0,2,2,0,1,4,1
41,412,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0,2926,1,1,1,0,0,0,0,0,0,0
53,122,4,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,2064,1,1,2,0,2,0,0,3,3,1
29,716,2,999,0,1.4,93.444,-36.1,4.965,5228.1,1,1122,0,2,6,0,0,0,0,1,1,1
35,390,2,999,0,-1.1,94.199,-37.5,0.878,4963.6,0,2725,9,1,5,0,2,0,0,9,2,1
40,34,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,947,9,1,2,0,2,0,1,6,3,1
35,208,3,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,2389,9,1,3,0,0,0,1,6,4,1
36,163,2,999,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,1964,3,0,0,0,2,0,0,7,3,0
20,137,3,999,3,-1.1,94.601,-49.5,0.977,4963.6,0,40,8,2,7,0,0,0,0,8,1,0
42,181,3,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1626,10,1,3,1,0,0,1,6,1,1
45,37,4,999,0,1.4,94.465,-41.8,4.959,5228.1,0,2854,4,1,2,0,2,0,1,4,0,1
36,279,1,999,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,3744,1,2,0,0,2,0,0,6,2,0
47,93,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,2652,1,1,1,0,2,2,1,6,2,1
57,231,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,3746,0,1,6,0,0,2,0,3,1,1
46,180,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,64,7,1,3,0,2,0,0,0,1,1
46,308,1,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,3678,0,1,3,0,2,0,0,7,2,0
27,131,3,999,0,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,2113,9,1,6,0,2,0,0,6,0,1
32,246,1,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,2934,9,1,5,0,2,0,0,6,1,1
35,207,1,999,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,2925,6,2,3,0,2,0,0,6,4,1
48,288,1,999,1,-1.7,94.215,-40.3,0.8759999999999999,4991.6,0,1056,9,1,5,0,0,0,0,3,3,0
41,318,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0,3275,6,2,6,0,2,0,1,6,4,1
40,250,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,404,0,2,6,0,2,0,0,3,0,1
44,135,3,999,0,1.4,93.444,-36.1,4.97,5228.1,0,3590,1,1,2,0,0,0,0,1,1,1
38,62,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,1811,0,1,6,0,2,2,0,1,0,1
41,160,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3322,1,0,1,0,2,0,1,6,0,1
36,21,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,2763,0,1,3,1,0,0,1,6,3,1
24,15,1,999,0,1.4,93.91799999999999,-42.7,4.958,5228.1,0,304,0,2,3,1,2,0,1,3,2,1
25,227,1,999,0,1.4,94.465,-41.8,4.962,5228.1,0,3,7,1,3,0,2,0,1,4,4,1
30,342,9,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,2894,7,1,3,0,2,2,1,3,1,1
35,104,4,999,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,3716,7,1,3,0,2,0,0,6,0,0
51,113,2,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,1996,7,1,5,1,0,0,0,6,2,1
39,10,6,999,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,2673,4,0,6,0,2,0,0,7,2,0
35,67,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1908,4,1,6,0,0,2,1,1,1,1
29,489,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,708,8,2,6,0,2,0,0,3,2,1
29,75,1,4,2,-2.9,92.20100000000001,-31.4,0.873,5076.2,0,2092,4,1,6,0,2,0,0,1,2,2
29,139,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,769,0,2,6,0,0,0,0,1,2,1
44,76,3,999,0,1.4,94.465,-41.8,4.96,5228.1,0,230,11,2,2,1,2,0,1,4,1,1
32,200,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0,1408,0,2,6,0,0,0,0,1,1,1
32,168,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,155,9,2,6,0,2,0,0,1,4,1
59,807,1,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,1579,5,1,1,0,2,0,0,3,3,1
52,175,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3513,6,1,6,1,0,0,1,6,1,1
44,135,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,2276,0,1,6,0,0,0,0,7,0,1
40,145,2,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,1444,9,2,7,0,2,0,1,3,4,1
77,258,1,999,0,-1.7,94.027,-38.3,0.898,4991.6,0,906,5,0,5,0,0,0,0,1,1,1
41,67,3,999,0,1.1,93.994,-36.4,4.855,5191.0,0,3478,9,1,6,0,2,0,1,6,0,1
38,119,1,999,0,-1.8,92.84299999999999,-50.0,1.757,5099.1,0,3563,9,1,5,0,0,0,0,5,2,1
27,339,2,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,660,1,2,2,0,2,0,0,6,3,0
38,100,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0,3686,9,1,3,0,0,0,0,1,3,1
33,659,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,748,0,2,3,0,2,0,0,6,3,1
35,91,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,2468,1,1,2,1,0,0,1,6,4,1
24,74,1,3,2,-2.9,92.963,-40.8,1.262,5076.2,0,2710,11,2,6,0,2,0,0,4,3,2
22,110,7,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,642,1,2,2,0,2,0,1,3,1,1
47,429,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,2483,0,2,6,0,0,0,0,1,2,1
43,1011,1,999,1,-0.1,93.2,-42.0,4.12,5195.8,1,3140,0,2,3,0,0,0,0,7,4,0
56,174,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2811,9,1,7,0,2,0,1,6,3,1
27,169,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,1086,1,1,2,0,1,1,1,6,3,1
25,199,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,2256,6,2,6,0,0,0,1,6,4,1
32,107,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0,3474,0,2,6,0,1,1,0,1,0,1
30,487,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,1,1,1,2,0,2,0,0,6,0,1
31,12,8,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,728,10,2,0,0,0,0,0,7,0,1
42,110,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0,2334,1,1,0,0,0,0,1,4,3,1
44,96,8,999,0,1.4,94.465,-41.8,4.96,5228.1,0,2818,4,0,6,0,2,0,1,4,1,1
48,454,4,999,0,1.4,94.465,-41.8,4.958,5228.1,0,2310,1,1,2,1,0,0,1,4,2,1
46,55,2,999,0,1.4,93.444,-36.1,4.965,5228.1,0,3622,0,1,6,1,0,0,0,1,3,1
48,134,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,2018,7,0,0,0,0,0,0,7,4,1
31,114,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,3778,0,2,6,0,2,0,0,7,2,1
29,5,23,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,2203,9,1,6,0,0,0,0,3,2,1
32,87,4,999,0,1.4,93.444,-36.1,4.965,5228.1,0,2107,3,1,0,0,2,0,0,1,1,1
18,183,1,7,2,-1.8,93.876,-40.0,0.677,5008.7,0,1662,8,2,7,0,2,0,0,6,2,2
40,155,2,999,0,1.4,94.465,-41.8,4.959,5228.1,0,2651,7,0,3,0,0,0,1,4,0,1
34,17,16,999,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,2428,0,2,6,1,0,0,1,4,2,1
47,624,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0,3465,1,1,0,1,0,0,1,4,4,1
47,323,1,3,2,-3.4,92.37899999999999,-29.8,0.7709999999999999,5017.5,1,4089,4,1,6,0,2,0,0,9,1,2
28,143,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,2683,2,1,0,1,2,0,1,6,4,1
32,118,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,1523,0,0,2,0,2,0,0,3,1,1
20,410,1,999,0,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,3269,1,2,3,0,2,0,0,6,4,1
48,148,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0,895,3,1,0,1,0,2,0,1,1,1
38,238,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0,1257,6,2,6,0,0,0,1,6,2,1
33,305,2,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,760,0,2,6,0,0,0,0,6,1,1
34,136,1,999,0,-1.8,92.84299999999999,-50.0,1.726,5099.1,0,1793,9,2,5,0,2,2,0,5,0,1
29,171,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,3882,7,2,3,0,2,0,0,7,0,1
40,322,3,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,3298,2,1,0,0,2,2,0,7,4,1
49,181,4,999,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,1845,0,0,3,0,2,0,0,6,3,0
35,130,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,589,4,2,3,0,2,2,0,6,0,1
52,102,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,352,9,1,2,0,2,0,0,7,0,1
53,217,2,3,1,-2.9,92.963,-40.8,1.26,5076.2,0,1465,11,1,5,0,0,0,0,4,2,2
33,183,3,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,3526,0,2,6,1,2,0,0,1,4,1
33,399,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,2882,0,2,3,0,0,0,0,6,3,1
36,155,11,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,4108,0,1,6,1,2,0,0,1,4,1
33,265,2,999,0,-1.8,93.369,-34.8,0.652,5008.7,1,3368,6,2,6,0,2,0,0,5,1,1
50,82,2,999,0,1.4,94.465,-41.8,4.967,5228.1,0,2600,2,1,2,0,2,0,1,4,0,1
32,1046,1,999,0,-1.8,92.89299999999999,-46.2,1.327,5099.1,1,2965,0,2,5,0,2,2,0,6,2,1
25,553,1,999,0,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,0,1956,7,2,3,0,0,0,0,1,0,1
30,78,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0,1741,9,2,6,1,2,0,0,1,2,1
53,76,1,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,238,7,1,3,1,2,0,0,1,2,1
25,79,1,999,2,-1.1,94.601,-49.5,0.977,4963.6,0,2717,7,2,3,0,0,0,0,8,1,0
36,118,3,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,3400,1,1,2,0,0,2,0,3,0,1
47,193,1,999,0,-3.4,92.649,-30.1,0.72,5017.5,0,3388,0,2,6,0,0,0,0,7,3,1
31,141,2,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,0,1455,9,2,5,0,0,0,1,3,0,1
42,33,2,999,0,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,3376,9,2,6,0,2,0,0,6,1,1
30,227,1,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,727,0,1,3,0,0,0,0,3,4,1
45,27,3,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,1377,0,2,6,0,0,0,0,7,0,1
32,157,3,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,50,7,1,3,0,0,2,0,3,0,1
39,359,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,3466,7,1,3,0,0,0,1,6,2,1
39,74,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,0,2268,10,1,6,1,2,0,0,7,1,0
32,224,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,576,0,1,6,0,2,2,0,1,4,1
48,201,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,1039,2,1,2,1,2,0,1,6,3,1
51,531,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3929,0,1,1,1,2,0,1,6,3,1
54,42,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,968,4,1,6,0,2,0,0,4,4,1
32,55,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1800,9,1,3,0,2,0,0,1,1,1
26,326,4,999,0,1.1,93.994,-36.4,4.86,5191.0,0,740,0,1,3,0,0,0,1,6,2,1
51,89,2,999,0,-1.8,93.075,-47.1,1.3719999999999999,5099.1,0,1263,1,1,1,0,2,0,0,0,4,1
36,55,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0,2869,1,1,2,0,2,2,1,6,4,1
44,895,1,999,0,-1.8,93.075,-47.1,1.453,5099.1,1,3271,7,0,3,0,2,2,0,0,3,1
31,8,3,999,0,1.4,94.465,-41.8,4.959,5228.1,0,1875,2,2,1,1,2,2,1,4,0,1
54,85,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,0,2205,4,1,6,0,2,0,0,0,2,1
34,64,1,999,0,1.4,93.444,-36.1,4.97,5228.1,0,1689,9,2,5,0,2,2,1,1,1,1
35,88,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,4102,2,2,6,0,2,0,0,3,1,1
37,81,2,999,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,2742,7,1,3,0,2,0,0,6,0,0
41,204,3,999,0,1.4,94.465,-41.8,4.967,5228.1,0,2124,1,1,2,1,0,0,1,4,0,1
32,89,5,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,3129,1,1,2,1,0,0,1,3,3,1
33,44,1,999,0,1.4,93.444,-36.1,4.962,5228.1,0,3701,0,2,6,0,2,2,0,1,2,1
57,73,10,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,2569,0,1,6,0,2,0,0,3,2,1
35,356,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,2303,0,1,3,1,0,0,0,3,1,1
36,98,3,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,821,7,1,3,0,0,0,0,3,4,1
52,293,3,999,0,1.4,93.444,-36.1,4.966,5228.1,0,2713,5,1,3,0,2,0,0,1,0,1
28,502,3,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,1234,0,1,3,0,1,1,0,3,3,1
28,604,6,999,0,1.4,94.465,-41.8,4.962,5228.1,0,1769,8,2,3,0,2,2,1,4,4,1
29,553,2,999,0,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,15,0,2,3,0,0,0,0,6,0,1
34,248,2,999,0,1.1,93.994,-36.4,4.856,5191.0,0,949,0,1,5,0,2,0,1,6,3,1
29,73,6,999,0,1.4,93.91799999999999,-42.7,4.957,5228.1,0,3912,0,2,6,0,2,0,1,3,4,1
42,158,1,999,1,-2.9,92.20100000000001,-31.4,0.884,5076.2,0,1873,9,2,7,0,2,0,0,1,3,0
32,293,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,2984,9,1,5,0,0,0,1,6,4,1
37,58,3,999,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,1325,7,1,3,1,2,0,1,6,1,1
52,503,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,285,9,1,3,0,2,0,1,6,1,1
38,31,1,999,0,1.4,94.465,-41.8,4.967,5228.1,0,1420,7,1,2,0,0,0,1,4,0,1
59,47,2,999,0,1.4,94.465,-41.8,4.962,5228.1,0,2070,0,1,6,0,2,0,1,4,4,1
31,280,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0,460,0,1,6,0,2,0,0,1,2,1
54,58,3,999,2,-1.8,93.075,-47.1,1.405,5099.1,0,1291,9,1,3,0,0,0,0,0,1,0
32,158,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0,1135,9,2,6,0,2,0,0,1,4,1
35,252,5,999,0,1.4,93.444,-36.1,4.967,5228.1,0,1781,0,1,6,0,2,0,0,1,4,1
36,427,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1072,7,1,3,1,0,0,1,6,1,1
32,342,3,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,503,4,0,6,0,0,0,0,6,3,1
45,527,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,2729,0,1,3,0,2,0,0,7,1,1
40,163,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1565,0,1,6,1,2,0,1,6,1,1
38,213,1,999,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,2817,1,1,2,0,0,0,0,7,3,1
29,36,3,999,0,1.4,93.444,-36.1,4.963,5228.1,0,1694,0,1,3,0,2,2,0,1,1,1
42,154,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,182,2,1,6,0,2,0,1,6,3,1
38,245,3,999,0,1.1,93.994,-36.4,4.86,5191.0,0,3394,9,2,6,0,2,2,1,6,2,1
29,42,1,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,644,1,1,3,0,2,0,1,3,4,1
32,281,1,999,0,1.4,94.465,-41.8,4.958,5228.1,0,2756,9,1,6,0,0,0,1,4,2,1
53,477,2,999,0,1.4,93.91799999999999,-42.7,4.961,5228.1,0,99,4,1,6,0,0,0,0,3,3,1
59,77,8,999,0,1.4,94.465,-41.8,4.864,5228.1,0,2401,5,1,5,0,2,0,1,4,3,1
49,378,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,1,2757,9,1,7,0,0,0,0,0,0,1
29,442,3,999,0,-2.9,92.963,-40.8,1.26,5076.2,0,694,9,2,6,0,0,0,0,4,2,1
23,34,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,2610,0,2,3,0,2,0,0,3,1,1
21,362,1,999,0,-1.1,94.601,-49.5,0.982,4963.6,1,2170,8,2,3,0,0,0,0,8,3,1
49,67,3,999,0,1.4,94.465,-41.8,4.958,5228.1,0,851,1,1,0,1,0,0,1,4,2,1
35,121,1,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,2506,4,1,6,0,2,0,0,7,1,1
45,834,6,999,0,1.1,93.994,-36.4,4.856,5191.0,0,3359,3,0,6,0,0,0,1,6,3,1
36,378,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,3948,1,1,1,1,0,0,1,6,0,1
46,143,8,999,0,1.4,94.465,-41.8,4.864,5228.1,0,322,3,0,1,0,2,0,1,4,3,1
31,165,2,999,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0,1126,4,2,6,0,2,0,0,6,2,1
35,42,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,1976,2,2,2,0,2,0,0,7,1,1
33,686,4,999,0,1.4,93.444,-36.1,4.963,5228.1,1,234,0,2,6,0,2,0,0,1,2,1
60,557,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0,1207,5,1,0,1,2,0,1,6,0,1
31,70,3,999,0,1.4,93.91799999999999,-42.7,4.962,5228.1,0,4036,1,2,2,1,0,2,1,3,2,1
49,334,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,1572,2,1,6,0,2,0,0,0,1,1
45,73,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,3417,1,1,2,0,2,0,0,3,4,1
40,258,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0,669,1,1,0,0,0,0,1,4,1,1
31,161,2,999,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,1035,4,1,2,0,0,2,1,6,4,1
33,76,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,1271,0,0,6,0,2,0,0,7,1,1
34,420,6,999,0,1.4,93.91799999999999,-42.7,4.968,5228.1,0,3834,9,0,7,0,2,0,0,3,2,1
49,118,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,3071,1,1,5,0,0,0,0,6,3,1
47,470,1,4,2,-1.7,94.027,-38.3,0.9,4991.6,1,2662,0,1,6,0,0,0,0,1,4,2
38,21,9,999,0,1.1,93.994,-36.4,4.855,5191.0,0,2358,1,1,1,0,0,0,1,6,2,1
33,335,3,999,0,1.4,93.444,-36.1,4.966,5228.1,0,2507,9,1,5,0,0,0,0,1,0,1
42,226,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0,3051,0,1,6,0,0,0,0,7,1,1
31,243,2,999,1,-1.8,93.876,-40.0,0.677,5008.7,1,1864,8,2,7,0,0,0,0,6,2,0
64,219,1,999,0,-2.9,92.20100000000001,-31.4,0.873,5076.2,0,2230,11,1,7,0,2,2,0,1,2,1
49,70,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,2750,9,1,5,0,2,2,1,3,1,1
30,78,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,3544,9,2,6,0,0,0,0,7,2,1
47,159,1,999,1,-3.4,92.37899999999999,-29.8,0.755,5017.5,0,2404,0,0,3,0,2,0,0,9,3,0
34,122,16,999,0,1.4,94.465,-41.8,4.967,5228.1,0,3894,0,2,3,0,2,0,1,4,0,1
36,161,2,999,0,-0.1,93.2,-42.0,4.12,5195.8,0,1844,4,1,6,0,2,0,0,7,4,1
39,302,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,3335,1,1,2,0,0,0,1,6,3,1
35,102,3,999,0,1.1,93.994,-36.4,4.855,5191.0,0,3966,9,0,5,0,0,2,1,6,0,1
55,430,2,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,1105,0,1,2,0,2,2,0,7,2,1
31,155,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,4113,9,2,5,0,2,0,0,7,2,1
28,373,2,999,0,-2.9,92.963,-40.8,1.266,5076.2,0,2679,6,2,6,0,0,0,0,4,1,1
33,35,6,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,938,4,1,6,0,2,0,0,6,3,1
31,129,3,999,0,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,3397,9,0,3,0,0,0,0,1,0,1
31,463,1,999,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,4114,0,2,6,0,2,0,0,7,2,1
48,175,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0,409,9,1,1,0,0,2,1,6,3,1
42,378,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,0,3826,1,1,0,0,0,0,0,3,1,1
55,542,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,1,2469,2,2,7,1,0,0,1,3,4,1
45,637,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0,1846,1,1,7,0,2,2,0,0,0,1
35,31,1,999,0,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,41,7,1,3,1,2,0,0,6,3,1
54,485,1,999,0,1.1,93.994,-36.4,4.856,5191.0,0,3088,3,0,0,0,0,0,1,6,4,1
43,166,3,999,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,2479,9,1,5,0,2,0,0,7,3,0
29,69,2,999,0,-0.1,93.2,-42.0,4.021,5195.8,0,2687,1,2,1,0,0,0,1,7,0,1
28,73,1,999,0,1.4,93.91799999999999,-42.7,4.963,5228.1,0,123,7,2,3,0,0,0,0,3,4,1
